time/s	Ewe/V	<I>/mA	cycle number
2.265415942770778E+002	-5.6054401E-001	-3.755939243222896E-003	1.000000000000000E+000
2.273748942560269E+002	-5.6469834E-001	-3.584482334345981E-003	1.000000000000000E+000
2.282748942332910E+002	-5.6917125E-001	-3.733912156593917E-003	1.000000000000000E+000
2.290747942130838E+002	-5.7319301E-001	-3.879297713693858E-003	1.000000000000000E+000
2.297413941962441E+002	-5.7649964E-001	-3.893247479666427E-003	1.000000000000000E+000
2.304079941794043E+002	-5.7985830E-001	-3.921078142927650E-003	1.000000000000000E+000
2.310745941625646E+002	-5.8316761E-001	-3.939584736399090E-003	1.000000000000000E+000
2.317412941457224E+002	-5.8653086E-001	-3.964365325482888E-003	1.000000000000000E+000
2.324078941288826E+002	-5.8986896E-001	-3.983482342650842E-003	1.000000000000000E+000
2.330745941120404E+002	-5.9317350E-001	-4.014164806226544E-003	1.000000000000000E+000
2.337411940952006E+002	-5.9651512E-001	-4.040636620887064E-003	1.000000000000000E+000
2.344077940783609E+002	-5.9983730E-001	-4.062747204766459E-003	1.000000000000000E+000
2.350743940615212E+002	-6.0315531E-001	-4.091885103535503E-003	1.000000000000000E+000
2.357409940446814E+002	-6.0650206E-001	-4.119630034877704E-003	1.000000000000000E+000
2.364076940278392E+002	-6.0983819E-001	-4.144526528772764E-003	1.000000000000000E+000
2.370742940109994E+002	-6.1312461E-001	-4.165805930294711E-003	1.000000000000000E+000
2.377409939941572E+002	-6.1650103E-001	-4.190587594957579E-003	1.000000000000000E+000
2.384075939773174E+002	-6.1984855E-001	-4.216783395291634E-003	1.000000000000000E+000
2.390741939604777E+002	-6.2313986E-001	-4.245556406172539E-003	1.000000000000000E+000
2.397407939436380E+002	-6.2652832E-001	-4.271554637486616E-003	1.000000000000000E+000
2.404073939267983E+002	-6.2984610E-001	-4.296198892583640E-003	1.000000000000000E+000
2.410739939099585E+002	-6.3318497E-001	-4.327152887167941E-003	1.000000000000000E+000
2.417406938931163E+002	-6.3651311E-001	-4.358825284238407E-003	1.000000000000000E+000
2.424073938762740E+002	-6.3978451E-001	-4.376805075648610E-003	1.000000000000000E+000
2.430739938594343E+002	-6.4319658E-001	-4.406279370499564E-003	1.000000000000000E+000
2.437405938425945E+002	-6.4648044E-001	-4.437752644917199E-003	1.000000000000000E+000
2.444071938257548E+002	-6.4985120E-001	-4.340659758436477E-003	1.000000000000000E+000
2.450737938089151E+002	-6.5319479E-001	-4.399473630922524E-003	1.000000000000000E+000
2.457403937920753E+002	-6.5653026E-001	-4.530014887252506E-003	1.000000000000000E+000
2.464069937752356E+002	-6.5983230E-001	-4.561309190034810E-003	1.000000000000000E+000
2.470736937583933E+002	-6.6317207E-001	-4.590482046974549E-003	1.000000000000000E+000
2.477403937415511E+002	-6.6654247E-001	-4.623012294268120E-003	1.000000000000000E+000
2.484069937247114E+002	-6.6984856E-001	-4.652928163392793E-003	1.000000000000000E+000
2.490735937078716E+002	-6.7319125E-001	-4.685365055742408E-003	1.000000000000000E+000
2.497401936910319E+002	-6.7651385E-001	-4.724578488860782E-003	1.000000000000000E+000
2.504067936741922E+002	-6.7986548E-001	-4.762602951725531E-003	1.000000000000000E+000
2.510733936573524E+002	-6.8319184E-001	-4.792731630213432E-003	1.000000000000000E+000
2.517400936405102E+002	-6.8651575E-001	-4.828444107332873E-003	1.000000000000000E+000
2.524067936236679E+002	-6.8986285E-001	-4.863205254306432E-003	1.000000000000000E+000
2.530733936068282E+002	-6.9317222E-001	-4.892846253103697E-003	1.000000000000000E+000
2.537399935899884E+002	-6.9654906E-001	-4.930809755056054E-003	1.000000000000000E+000
2.544065935731487E+002	-6.9986784E-001	-4.960993445055531E-003	1.000000000000000E+000
2.550731935563090E+002	-7.0320904E-001	-4.994709017146300E-003	1.000000000000000E+000
2.557397935394692E+002	-7.0652491E-001	-5.029514762118492E-003	1.000000000000000E+000
2.564064935226270E+002	-7.0985287E-001	-5.058249826000609E-003	1.000000000000000E+000
2.570731935057847E+002	-7.1319973E-001	-5.089796093392635E-003	1.000000000000000E+000
2.577397934889450E+002	-7.1652269E-001	-5.120675938331723E-003	1.000000000000000E+000
2.584063934721053E+002	-7.1986896E-001	-5.158541697118293E-003	1.000000000000000E+000
2.590729934552655E+002	-7.2319293E-001	-5.189808485053071E-003	1.000000000000000E+000
2.597395934384258E+002	-7.2653329E-001	-5.224698034701047E-003	1.000000000000000E+000
2.604061934215861E+002	-7.2986150E-001	-5.260394356111392E-003	1.000000000000000E+000
2.610728934047438E+002	-7.3323697E-001	-5.300489798512928E-003	1.000000000000000E+000
2.617394933879041E+002	-7.3654312E-001	-5.344604614848512E-003	1.000000000000000E+000
2.624061933710618E+002	-7.3990190E-001	-5.387192253373363E-003	1.000000000000000E+000
2.630727933542221E+002	-7.4319470E-001	-5.427027058235522E-003	1.000000000000000E+000
2.637393933373824E+002	-7.4656731E-001	-5.469687231727256E-003	1.000000000000000E+000
2.644059933205426E+002	-7.4988490E-001	-5.519617533127061E-003	1.000000000000000E+000
2.650725933037029E+002	-7.5322360E-001	-5.562946107025263E-003	1.000000000000000E+000
2.657391932868632E+002	-7.5651860E-001	-5.613490286379155E-003	1.000000000000000E+000
2.664058932700209E+002	-7.5987428E-001	-5.667714278425592E-003	1.000000000000000E+000
2.670724932531812E+002	-7.6319212E-001	-5.725755910511984E-003	1.000000000000000E+000
2.677391932363389E+002	-7.6655805E-001	-5.781157035362153E-003	1.000000000000000E+000
2.684057932194992E+002	-7.6982546E-001	-5.835647682460046E-003	1.000000000000000E+000
2.690723932026594E+002	-7.7317351E-001	-5.893697683876320E-003	1.000000000000000E+000
2.697389931858197E+002	-7.7655041E-001	-5.959879612640296E-003	1.000000000000000E+000
2.704055931689800E+002	-7.7987236E-001	-6.022732195354638E-003	1.000000000000000E+000
2.710721931521402E+002	-7.8318822E-001	-6.096532519467776E-003	1.000000000000000E+000
2.717388931352980E+002	-7.8655058E-001	-6.168126657205709E-003	1.000000000000000E+000
2.724055931184557E+002	-7.8987384E-001	-6.238475306678024E-003	1.000000000000000E+000
2.730721931016160E+002	-7.9323655E-001	-6.316806025616906E-003	1.000000000000000E+000
2.737387930847763E+002	-7.9649818E-001	-6.401013637129357E-003	1.000000000000000E+000
2.744053930679365E+002	-7.9984093E-001	-6.477934835434379E-003	1.000000000000000E+000
2.750719930510968E+002	-8.0320591E-001	-6.579223778916343E-003	1.000000000000000E+000
2.757385930342571E+002	-8.0659699E-001	-6.663319932135564E-003	1.000000000000000E+000
2.764052930174148E+002	-8.0985606E-001	-6.747435089737394E-003	1.000000000000000E+000
2.770719930005725E+002	-8.1319910E-001	-6.838776964853965E-003	1.000000000000000E+000
2.777385929837328E+002	-8.1655544E-001	-6.932277658182110E-003	1.000000000000000E+000
2.784051929668931E+002	-8.1984776E-001	-7.023946581998619E-003	1.000000000000000E+000
2.790717929500534E+002	-8.2318187E-001	-7.123785805360106E-003	1.000000000000000E+000
2.797383929332136E+002	-8.2652766E-001	-7.225914013249152E-003	1.000000000000000E+000
2.804049929163739E+002	-8.2988024E-001	-7.332127657928428E-003	1.000000000000000E+000
2.810716928995316E+002	-8.3318985E-001	-7.439094612268120E-003	1.000000000000000E+000
2.817382928826919E+002	-8.3646870E-001	-7.549053365498395E-003	1.000000000000000E+000
2.824049928658496E+002	-8.3986133E-001	-7.665182635517437E-003	1.000000000000000E+000
2.830715928490099E+002	-8.4314233E-001	-7.784690607256832E-003	1.000000000000000E+000
2.837381928321702E+002	-8.4653556E-001	-7.909152005749154E-003	1.000000000000000E+000
2.844047928153304E+002	-8.4981835E-001	-8.041273668618634E-003	1.000000000000000E+000
2.850713927984907E+002	-8.5320026E-001	-8.171332813415977E-003	1.000000000000000E+000
2.857379927816510E+002	-8.5652190E-001	-8.309234807248857E-003	1.000000000000000E+000
2.864046927648087E+002	-8.5983974E-001	-8.438924659577352E-003	1.000000000000000E+000
2.870712927479690E+002	-8.6318010E-001	-8.585912230112045E-003	1.000000000000000E+000
2.877379927311267E+002	-8.6654305E-001	-8.727435029859903E-003	1.000000000000000E+000
2.884045927142870E+002	-8.6981952E-001	-8.881045328229836E-003	1.000000000000000E+000
2.890711926974473E+002	-8.7311345E-001	-9.035062897021960E-003	1.000000000000000E+000
2.897377926806075E+002	-8.7648362E-001	-9.187590198186657E-003	1.000000000000000E+000
2.904043926637678E+002	-8.7983966E-001	-9.341336651719323E-003	1.000000000000000E+000
2.910709926469281E+002	-8.8318741E-001	-9.501517770358865E-003	1.000000000000000E+000
2.917376926300858E+002	-8.8653105E-001	-9.664085997101057E-003	1.000000000000000E+000
2.924043926132435E+002	-8.8983017E-001	-9.824577081663344E-003	1.000000000000000E+000
2.930709925964038E+002	-8.9313811E-001	-9.989649940849443E-003	1.000000000000000E+000
2.937375925795641E+002	-8.9649576E-001	-1.015170319515271E-002	1.000000000000000E+000
2.944041925627243E+002	-8.9984894E-001	-1.032264358942263E-002	1.000000000000000E+000
2.950707925458846E+002	-9.0319234E-001	-1.048659374566449E-002	1.000000000000000E+000
2.957373925290449E+002	-9.0653509E-001	-1.066632503413106E-002	1.000000000000000E+000
2.964040925122026E+002	-9.0985280E-001	-1.088014581822389E-002	1.000000000000000E+000
2.970707924953604E+002	-9.1318911E-001	-1.105547958008078E-002	1.000000000000000E+000
2.977373924785206E+002	-9.1650254E-001	-1.120588952767207E-002	1.000000000000000E+000
2.981706924675746E+002	-9.1867870E-001	-1.126095751607437E-002	1.000000000000000E+000
2.982463924656622E+002	-9.1924906E-001	-1.165997143834829E-002	1.000000000000000E+000
2.983131924639747E+002	-9.1899717E-001	-1.012583059421461E-002	1.000000000000000E+000
2.986797924547136E+002	-9.1713160E-001	-9.019221049165888E-003	1.000000000000000E+000
2.993463924378739E+002	-9.1383195E-001	-8.122061239485501E-003	1.000000000000000E+000
3.000129924210341E+002	-9.1052002E-001	-7.441503926014194E-003	1.000000000000000E+000
3.006795924041944E+002	-9.0717661E-001	-6.884372940450828E-003	1.000000000000000E+000
3.013462923873522E+002	-9.0382850E-001	-6.395223380931611E-003	1.000000000000000E+000
3.020129923705099E+002	-9.0051967E-001	-5.981390643551784E-003	1.000000000000000E+000
3.026795923536702E+002	-8.9716047E-001	-5.589577642563737E-003	1.000000000000000E+000
3.033461923368304E+002	-8.9384753E-001	-5.236146542268345E-003	1.000000000000000E+000
3.040127923199907E+002	-8.9049208E-001	-4.911406726577347E-003	1.000000000000000E+000
3.046793923031510E+002	-8.8712323E-001	-4.621836318392643E-003	1.000000000000000E+000
3.053459922863112E+002	-8.8383466E-001	-4.354913092117316E-003	1.000000000000000E+000
3.060126922694690E+002	-8.8050520E-001	-4.105230225480851E-003	1.000000000000000E+000
3.066793922526267E+002	-8.7716001E-001	-3.871731340417572E-003	1.000000000000000E+000
3.073459922357870E+002	-8.7381631E-001	-3.663008135900359E-003	1.000000000000000E+000
3.080125922189472E+002	-8.7049633E-001	-3.460922594658758E-003	1.000000000000000E+000
3.086791922021075E+002	-8.6715549E-001	-3.272190352266884E-003	1.000000000000000E+000
3.093457921852678E+002	-8.6385399E-001	-3.092787647878015E-003	1.000000000000000E+000
